match_number,team1,team2,match_date,toss_winner,toss_decision,result,eliminator,winner,player_of_match,venue,city,team1_players,team2_players,match_type,gender,event_name
533296,Sri Lanka,Pakistan,2012-10-04,Sri Lanka,bat,Win,NA,Sri Lanka,DPMD Jayawardene,R Premadasa Stadium,Colombo,"DPMD Jayawardene, TM Dilshan, KC Sangakkara, BMAJ Mendis, NLTC Perera, AD Mathews, HDRL Thirimanne, KMDN Kulasekara, SL Malinga, HMRKB Herath, BAW Mendis","Mohammad Hafeez, Imran Nazir, Nasir Jamshed, Kamran Akmal, Shoaib Malik, Umar Akmal, Shahid Afridi, Sohail Tanvir, Umar Gul, Saeed Ajmal, Raza Hasan",T20,male,ICC World Twenty20
1270835,Australia,Bangladesh,2021-08-04,Australia,bat,Win,NA,Bangladesh,Afif Hossain,"Shere Bangla National Stadium, Mirpur",Dhaka,"JR Philippe, AT Carey, MR Marsh, MC Henriques, MS Wade, AJ Turner, AC Agar, MA Starc, AJ Tye, A Zampa, JR Hazlewood","Mohammad Naim, Soumya Sarkar, Shakib Al Hasan, Mahedi Hasan, Mahmudullah, Afif Hossain, Nurul Hasan, Shamim Hossain, Mustafizur Rahman, Shoriful Islam, Nasum Ahmed",T20,male,Australia tour of Bangladesh
1199546,Ireland,Netherlands,2019-11-01,Ireland,field,Win,NA,Netherlands,RE van der Merwe,Dubai International Cricket Stadium,Dubai,"PR Stirling, KJ O'Brien, A Balbirnie, GJ Delany, HT Tector, GC Wilson, MR Adair, SR Thompson, GH Dockrell, CA Young, WB Rankin","MP O'Dowd, BN Cooper, CN Ackermann, PM Seelaar, RN ten Doeschate, RE van der Merwe, SA Edwards, T van der Gugten, FJ Klaassen, BD Glover, PA van Meekeren",T20,male,ICC Men's T20 World Cup Qualifier
463142,South Africa,Zimbabwe,2010-10-10,South Africa,bat,Win,NA,South Africa,JP Duminy,De Beers Diamond Oval,Kimberley,"LE Bosman, GC Smith, CA Ingram, JP Duminy, DA Miller, HG Kuhn, RJ Peterson, J Botha, WD Parnell, J Theron, LL Tsotsobe","H Masakadza, BRM Taylor, CJ Chibhabha, CK Coventry, E Chigumbura, KM Dabengwa, T Taibu, SW Masakadza, AG Cremer, P Utseya, CB Mpofu",T20,male,Zimbabwe in South Africa T20I Series
1404391,Namibia,Zimbabwe,2023-10-25,Zimbabwe,field,Win,NA,Zimbabwe,Sikandar Raza,"Wanderers Cricket Ground, Windhoek",Windhoek,"M van Lingen, N Davin, MG Erasmus, JJ Smit, ZE Green, JN Frylinck, JP Kotze, JN Loftie-Eaton, BM Scholtz, B Shikongo, T Lungameni","NR Welch, I Kaia, CR Ervine, Sikandar Raza, RP Burl, W Madhevere, C Madande, LM Jongwe, CT Mumba, A Ndlovu, TL Chatara",T20,male,Zimbabwe tour of Namibia
287876,South Africa,India,2007-09-20,India,bat,Win,NA,India,RG Sharma,Kingsmead,Durban,"HH Gibbs, GC Smith, AB de Villiers, JM Kemp, MV Boucher, SM Pollock, JA Morkel, VD Philander, JJ van der Wath, M Morkel, M Ntini","G Gambhir, V Sehwag, KD Karthik, RV Uthappa, RG Sharma, MS Dhoni, IK Pathan, Harbhajan Singh, Joginder Sharma, S Sreesanth, RP Singh",T20,male,ICC World Twenty20
1251954,South Africa,Ireland,2021-07-22,South Africa,bat,Win,NA,South Africa,DA Miller,"Civil Service Cricket Club, Stormont, Belfast",Belfast,"T Bavuma, Q de Kock, JN Malan, AK Markram, HE van der Dussen, DA Miller, PWA Mulder, BC Fortuin, BE Hendricks, L Ngidi, T Shamsi","PR Stirling, KJ O'Brien, A Balbirnie, GH Dockrell, HT Tector, SC Getkate, L Tucker, Simi Singh, MR Adair, CA Young, J Little",T20,male,South Africa tour of Ireland
1257183,Pakistan,Zimbabwe,2021-04-21,Zimbabwe,field,Win,NA,Pakistan,Mohammad Rizwan,Harare Sports Club,Harare,"Mohammad Rizwan, Babar Azam, Fakhar Zaman, Mohammad Hafeez, Danish Aziz, Haider Ali, Faheem Ashraf, Mohammad Nawaz (3), Usman Qadir, Mohammad Hasnain, Haris Rauf","TS Kamunhukamwe, W Madhevere, T Marumani, CR Ervine, RP Burl, SC Williams, RW Chakabva, LM Jongwe, WP Masakadza, B Muzarabani, R Ngarava",T20,male,Pakistan tour of Zimbabwe
1415703,Oman,Namibia,2024-06-02,Namibia,field,No Result,NA,,D Wiese,"Kensington Oval, Bridgetown, Barbados",Bridgetown,"KH Prajapati, Naseem Khushi, Aqib Ilyas, Zeeshan Maqsood, Khalid Kail, Ayan Khan, Mohammad Nadeem, Mehran Khan, Shakeel Ahmed, Kaleemullah, Bilal Khan","M van Lingen, N Davin, JN Frylinck, MG Erasmus, JJ Smit, D Wiese, ZE Green, MB Kruger, R Trumpelmann, BM Scholtz, T Lungameni",T20,male,ICC Men's T20 World Cup
222678,South Africa,New Zealand,2005-10-21,New Zealand,field,Win,NA,New Zealand,JS Patel,New Wanderers Stadium,Johannesburg,"GC Smith, JH Kallis, HH Gibbs, JM Kemp, MV Boucher, SM Pollock, AG Prince, JA Morkel, CK Langeveldt, M Ntini, A Nel, N Boje","SP Fleming, NJ Astle, HJH Marshall, CD McMillan, SB Styris, JDP Oram, BB McCullum, KD Mills, AR Adams, SE Bond, JAH Marshall, JS Patel",T20,male,
298795,South Africa,New Zealand,2007-11-23,South Africa,field,Win,NA,South Africa,AB de Villiers,New Wanderers Stadium,Johannesburg,"GC Smith, JH Kallis, JP Duminy, AB de Villiers, MV Boucher, SM Pollock, JA Morkel, VD Philander, J Botha, CK Langeveldt, DW Steyn","L Vincent, BB McCullum, JM How, LRPL Taylor, SB Styris, GJ Hopkins, DL Vettori, KD Mills, MR Gillespie, JS Patel, MJ Mason",T20,male,
936155,South Africa,Sri Lanka,2017-01-22,South Africa,bat,Win,NA,Sri Lanka,AD Mathews,New Wanderers Stadium,Johannesburg,"JT Smuts, HG Kuhn, TB de Bruyn, M Mosehle, DA Miller, F Behardien, WD Parnell, AL Phehlukwayo, AM Phangiso, Imran Tahir, L Ngidi","N Dickwella, DM de Silva, BKG Mendis, LD Chandimal, AD Mathews, DAS Gunaratne, S Prasanna, ST de Silva, KMDN Kulasekara, PADLR Sandakan, I Udana",T20,male,Sri Lanka in South Africa T20I Series
1307294,Sri Lanka,Australia,2022-06-08,Australia,field,Win,NA,Australia,MS Wade,"R Premadasa Stadium, Colombo",Colombo,"P Nissanka, MD Gunathilaka, KIC Asalanka, BKG Mendis, PBB Rajapaksa, MD Shanaka, PWH de Silva, C Karunaratne, PVD Chameera, M Theekshana, N Thushara","AJ Finch, DA Warner, MR Marsh, SPD Smith, GJ Maxwell, MP Stoinis, MS Wade, AC Agar, JA Richardson, KW Richardson, JR Hazlewood",T20,male,Australia tour of Sri Lanka
1450827,Nepal,Oman,2024-10-02,Oman,field,Win,NA,Nepal,,"Maple Leaf North-West Ground, King City",King City,"AK Sah, Aasif Sheikh, D Khanal, Kushal Malla, RK Paudel, Gulsan Jha, DS Airee, K Bhurtel, Sompal Kami, S Lamichhane, R Dhakal","Aqib Ilyas, KH Prajapati, Shoaib Khan, Zeeshan Maqsood, Khalid Kail, Ayan Khan, Rafiullah, PS Athavale, Fayyaz Butt, Shakeel Ahmed, Kaleemullah",T20,male,Canada T20 Tri-Series
1214670,Bangladesh,Zimbabwe,2020-03-09,Zimbabwe,field,Win,NA,Bangladesh,Soumya Sarkar,"Shere Bangla National Stadium, Mirpur",Dhaka,"Tamim Iqbal, Liton Das, Soumya Sarkar, Mushfiqur Rahim, Mahmudullah, Mahedi Hasan, Shafiul Islam, Afif Hossain, Mohammad Saifuddin, Aminul Islam, Mustafizur Rahman","TS Kamunhukamwe, BRM Taylor, CR Ervine, W Madhevere, SC Williams, Sikandar Raza, R Mutumbami, CT Mutombodzi, DT Tiripano, CT Mumba, CB Mpofu",T20,male,Zimbabwe tour of Bangladesh
361656,Pakistan,Sri Lanka,2008-10-11,Pakistan,field,Win,NA,Pakistan,Shoaib Malik,Maple Leaf North-West Ground,King City,"Salman Butt, Shoaib Khan jnr, Younis Khan, Misbah-ul-Haq, Shoaib Malik, Shahid Afridi, Kamran Akmal, Sohail Tanvir, Fawad Alam, Shoaib Akhtar, Umar Gul","ST Jayasuriya, ML Udawatte, J Mubarak, CK Kapugedera, SHT Kandamby, K Weeraratne, TM Dilshan, MF Maharoof, T Thushara, KMDN Kulasekara, CRD Fernando",T20,male,T20 Canada
1420226,Zimbabwe,India,2024-07-13,India,field,Win,NA,India,YBK Jaiswal,Harare Sports Club,Harare,"W Madhevere, T Marumani, BJ Bennett, Sikandar Raza, J Campbell, D Myers, C Madande, M Faraz Akram, B Muzarabani, R Ngarava, TL Chatara","YBK Jaiswal, Shubman Gill, Abhishek Sharma, RD Gaikwad, SV Samson, RK Singh, S Dube, Washington Sundar, Ravi Bishnoi, TU Deshpande, KK Ahmed",T20,male,India tour of Zimbabwe
1198245,Pakistan,England,2020-08-30,England,field,Win,NA,England,EJG Morgan,Old Trafford,Manchester,"Babar Azam, Fakhar Zaman, Mohammad Hafeez, Shoaib Malik, Iftikhar Ahmed, Shadab Khan, Mohammad Rizwan, Imad Wasim, Mohammad Amir, Shaheen Shah Afridi, Haris Rauf","T Banton, JM Bairstow, DJ Malan, EJG Morgan, MM Ali, SW Billings, L Gregory, CJ Jordan, TK Curran, AU Rashid, S Mahmood",T20,male,Pakistan tour of England
1119502,India,Australia,2017-10-10,Australia,field,Win,NA,Australia,JP Behrendorff,Barsapara Cricket Stadium,Guwahati,"RG Sharma, S Dhawan, V Kohli, MK Pandey, KM Jadhav, MS Dhoni, HH Pandya, B Kumar, Kuldeep Yadav, JJ Bumrah, YS Chahal","AJ Finch, DA Warner, MC Henriques, TM Head, GJ Maxwell, MP Stoinis, TD Paine, NM Coulter-Nile, AJ Tye, A Zampa, JP Behrendorff",T20,male,Australia tour of India
895817,Australia,India,2016-01-26,Australia,field,Win,NA,India,V Kohli,Adelaide Oval,,"AJ Finch, DA Warner, SPD Smith, TM Head, CA Lynn, SR Watson, MS Wade, JP Faulkner, KW Richardson, CJ Boyce, SW Tait","RG Sharma, S Dhawan, V Kohli, SK Raina, MS Dhoni, Yuvraj Singh, HH Pandya, RA Jadeja, R Ashwin, JJ Bumrah, A Nehra",T20,male,India in Australia T20I Series
412685,West Indies,England,2010-05-03,West Indies,field,Win,NA,West Indies,DJG Sammy,Providence Stadium,Guyana,"CH Gayle, S Chanderpaul, KA Pollard, ADS Fletcher, RR Sarwan, N Deonarine, DJ Bravo, DJG Sammy, NO Miller, SJ Benn, R Rampaul","MJ Lumb, C Kieswetter, KP Pietersen, PD Collingwood, EJG Morgan, LJ Wright, TT Bresnan, SCJ Broad, GP Swann, MH Yardy, RJ Sidebottom",T20,male,ICC World Twenty20
1415754,India,England,2024-06-27,England,field,Win,NA,India,AR Patel,"Providence Stadium, Guyana",Providence,"RG Sharma, V Kohli, RR Pant, SA Yadav, HH Pandya, RA Jadeja, S Dube, AR Patel, Arshdeep Singh, Kuldeep Yadav, JJ Bumrah","PD Salt, JC Buttler, MM Ali, JM Bairstow, HC Brook, SM Curran, LS Livingstone, CJ Jordan, JC Archer, AU Rashid, RJW Topley",T20,male,ICC Men's T20 World Cup
1262760,India,Sri Lanka,2021-07-29,India,bat,Win,NA,Sri Lanka,PWH de Silva,"R Premadasa Stadium, Colombo",Colombo,"RD Gaikwad, S Dhawan, D Padikkal, SV Samson, N Rana, B Kumar, Kuldeep Yadav, RD Chahar, CV Varun, C Sakariya, S Sandeep Warrier","WIA Fernando, M Bhanuka, S Samarawickrama, DM de Silva, PWH de Silva, P Nissanka, MD Shanaka, RTM Mendis, C Karunaratne, PVD Chameera, A Dananjaya",T20,male,India tour of Sri Lanka
1298139,Namibia,Netherlands,2022-10-18,Namibia,bat,Win,NA,Netherlands,BFW de Leede,"GMHBA Stadium, South Geelong, Victoria",Geelong,"M van Lingen, D la Cock, SJ Baard, JN Loftie-Eaton, JN Frylinck, MG Erasmus, D Wiese, JJ Smit, ZE Green, BM Scholtz, B Shikongo","MP O'Dowd, Vikramjit Singh, BFW de Leede, TLW Cooper, CN Ackermann, SA Edwards, TJG Pringle, RE van der Merwe, T van der Gugten, FJ Klaassen, PA van Meekeren",T20,male,ICC Men's T20 World Cup
1277974,Bangladesh,Pakistan,2021-11-19,Bangladesh,bat,Win,NA,Pakistan,Hasan Ali,"Shere Bangla National Stadium, Mirpur",Dhaka,"Mohammad Naim, Saif Hassan, Nazmul Hossain Shanto, Afif Hossain, Mahmudullah, Nurul Hasan, Mahedi Hasan, Aminul Islam, Taskin Ahmed, Shoriful Islam, Mustafizur Rahman","Mohammad Rizwan, Babar Azam, Fakhar Zaman, Haider Ali, Shoaib Malik, Khushdil Shah, Shadab Khan, Mohammad Nawaz, Hasan Ali, Haris Rauf, Mohammad Wasim",T20,male,Pakistan tour of Bangladesh
1433373,West Indies,England,2024-11-09,England,field,Win,NA,England,PD Salt,"Kensington Oval, Bridgetown, Barbados",Bridgetown,"BA King, E Lewis, N Pooran, SO Hetmyer, R Powell, SE Rutherford, AD Russell, R Shepherd, AJ Hosein, G Motie, S Joseph","PD Salt, WG Jacks, JC Buttler, JG Bethell, LS Livingstone, SM Curran, DR Mousley, J Overton, AU Rashid, S Mahmood, RJW Topley",T20,male,England tour of West Indies
951341,India,Pakistan,2016-03-19,India,field,Win,NA,India,V Kohli,Eden Gardens,Kolkata,"RG Sharma, S Dhawan, V Kohli, SK Raina, Yuvraj Singh, MS Dhoni, HH Pandya, RA Jadeja, R Ashwin, JJ Bumrah, A Nehra","Sharjeel Khan, Ahmed Shehzad, Shahid Afridi, Umar Akmal, Shoaib Malik, Sarfraz Ahmed, Mohammad Hafeez, Mohammad Sami, Wahab Riaz, Mohammad Amir, Mohammad Irfan",T20,male,World T20
567367,South Africa,Pakistan,2013-03-03,Pakistan,bat,Win,NA,Pakistan,Mohammad Hafeez,SuperSport Park,Centurion,"AB de Villiers, H Davids, F du Plessis, CH Morris, JL Ontong, F Behardien, DA Miller, RJ Peterson, RK Kleinveldt, KJ Abbott, LL Tsotsobe","Nasir Jamshed, Ahmed Shehzad, Mohammad Hafeez, Umar Akmal, Shoaib Malik, Shahid Afridi, Kamran Akmal, Umar Gul, Saeed Ajmal, Junaid Khan, Mohammad Irfan",T20,male,Pakistan in South Africa T20I Series
298804,South Africa,West Indies,2008-01-18,South Africa,field,Win,NA,South Africa,SM Pollock,New Wanderers Stadium,Johannesburg,"HH Gibbs, GC Smith, AB de Villiers, JP Duminy, JL Ontong, MV Boucher, SM Pollock, JA Morkel, M Morkel, J Botha, M Ntini","DS Smith, D Ramdin, MN Samuels, S Chanderpaul, RS Morton, DJ Bravo, RN Lewis, DJG Sammy, JE Taylor, R Rampaul, FH Edwards",T20,male,West Indies in South Africa T20I Series
525817,England,West Indies,2011-09-25,England,field,Win,NA,West Indies,GE Mathurin,Kennington Oval,London,"AD Hales, C Kieswetter, BA Stokes, RS Bopara, JM Bairstow, SR Patel, JC Buttler, TT Bresnan, SG Borthwick, GP Swann, JW Dernbach","J Charles, DR Smith, MC Bascombe, MN Samuels, CD Barnwell, DJG Sammy, AD Russell, DO Christian, GE Mathurin, D Bishoo, K Santokie",T20,male,West Indies in England T20I Series
1477611,West Indies,South Africa,2026-01-31,South Africa,field,Win,NA,West Indies,G Motie,"The Wanderers Stadium, Johannesburg",Johannesburg,"SD Hope, J Charles, SO Hetmyer, R Powell, R Shepherd, RL Chase, MW Forde, JO Holder, S Joseph, G Motie, AJ Hosein","AK Markram, Q de Kock, D Brevis, RD Rickelton, GF Linde, JF Smith, T Stubbs, C Bosch, KA Maharaj, KT Maphaka, L Ngidi",T20,male,West Indies tour of South Africa
1502166,Namibia,Zimbabwe,2025-09-18,Namibia,bat,Win,NA,Namibia,JN Frylinck,"Queens Sports Club, Bulawayo",Bulawayo,"JN Frylinck, L Steenkamp, MG Erasmus, JN Loftie-Eaton, JJ Smit, ZE Green, R Trumpelmann, A Busing-Volschenk, JI de Villiers, BM Scholtz, B Shikongo","BJ Bennett, T Marumani, BRM Taylor, SC Williams, Sikandar Raza, RP Burl, T Musekiwa, TT Maposa, WP Masakadza, B Muzarabani, T Gwandu",T20,male,Namibia tour of Zimbabwe
1375851,Australia,West Indies,2024-02-11,West Indies,field,Win,NA,Australia,GJ Maxwell,Adelaide Oval,Adelaide,"DA Warner, JP Inglis, MR Marsh, GJ Maxwell, MP Stoinis, TH David, MS Wade, A Zampa, SH Johnson, JP Behrendorff, JR Hazlewood","BA King, J Charles, N Pooran, SD Hope, R Powell, SE Rutherford, AD Russell, R Shepherd, JO Holder, AJ Hosein, AS Joseph",T20,male,West Indies tour of Australia
1263167,West Indies,Pakistan,2021-08-03,Pakistan,field,No Result,NA,,,"Providence Stadium, Guyana",Providence,"ADS Fletcher, CH Gayle, SO Hetmyer, DJ Bravo, N Pooran, KA Pollard, AD Russell, JO Holder, R Shepherd, HR Walsh, AJ Hosein","Sharjeel Khan, Mohammad Rizwan, Babar Azam, Mohammad Hafeez, Fakhar Zaman, Sohaib Maqsood, Shadab Khan, Hasan Ali, Mohammad Wasim, Haris Rauf, Usman Qadir",T20,male,Pakistan tour of West Indies
1278681,India,West Indies,2022-02-20,West Indies,field,Win,NA,India,SA Yadav,"Eden Gardens, Kolkata",Kolkata,"RD Gaikwad, Ishan Kishan, SS Iyer, RG Sharma, SA Yadav, VR Iyer, SN Thakur, DL Chahar, HV Patel, Ravi Bishnoi, Avesh Khan","KR Mayers, SD Hope, N Pooran, R Powell, KA Pollard, JO Holder, RL Chase, R Shepherd, FA Allen, DC Drakes, HR Walsh",T20,male,West Indies tour of India
518955,Australia,India,2012-02-03,Australia,bat,Win,NA,India,RA Jadeja,Melbourne Cricket Ground,,"DA Warner, AJ Finch, SE Marsh, DJ Hussey, GJ Bailey, MS Wade, MR Marsh, B Lee, CJ McKay, GB Hogg, XJ Doherty","G Gambhir, V Sehwag, V Kohli, MS Dhoni, SK Raina, RG Sharma, RA Jadeja, R Sharma, R Ashwin, R Vinay Kumar, P Kumar",T20,male,India in Australia T20I Series
963699,India,Sri Lanka,2016-02-12,Sri Lanka,field,Win,NA,India,S Dhawan,JSCA International Stadium Complex,Ranchi,"RG Sharma, S Dhawan, AM Rahane, SK Raina, HH Pandya, MS Dhoni, Yuvraj Singh, RA Jadeja, R Ashwin, JJ Bumrah, A Nehra","MD Gunathilaka, TM Dilshan, S Prasanna, LD Chandimal, CK Kapugedera, TAM Siriwardana, MD Shanaka, NLTC Perera, SMSM Senanayake, PVD Chameera, CAK Rajitha",T20,male,Sri Lanka in India T20I Series
1415742,West Indies,England,2024-06-19,England,field,Win,NA,England,PD Salt,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,"BA King, J Charles, N Pooran, R Powell, AD Russell, SE Rutherford, R Shepherd, RL Chase, AJ Hosein, AS Joseph, G Motie","PD Salt, JC Buttler, MM Ali, JM Bairstow, HC Brook, LS Livingstone, SM Curran, JC Archer, AU Rashid, MA Wood, RJW Topley",T20,male,ICC Men's T20 World Cup
1185318,South Africa,Australia,2020-02-26,South Africa,field,Win,NA,Australia,MA Starc,Newlands,Cape Town,"Q de Kock, HE van der Dussen, F du Plessis, H Klaasen, DA Miller, PJ van Biljon, D Pretorius, K Rabada, A Nortje, L Ngidi, T Shamsi","DA Warner, AJ Finch, MS Wade, MR Marsh, SPD Smith, AT Carey, AC Agar, PJ Cummins, MA Starc, KW Richardson, A Zampa",T20,male,Australia tour of South Africa
412693,New Zealand,Pakistan,2010-05-08,Pakistan,field,Win,NA,New Zealand,IG Butler,"Kensington Oval, Bridgetown",Barbados,"BB McCullum, JD Ryder, MJ Guptill, LRPL Taylor, DL Vettori, SB Styris, GJ Hopkins, NL McCullum, IG Butler, KD Mills, SE Bond","Kamran Akmal, Salman Butt, Mohammad Hafeez, Umar Akmal, Misbah-ul-Haq, Shahid Afridi, Abdul Razzaq, Abdur Rehman, Mohammad Amir, Saeed Ajmal, Mohammad Sami",T20,male,ICC World Twenty20
951357,South Africa,West Indies,2016-03-25,West Indies,field,Win,NA,West Indies,MN Samuels,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,"HM Amla, Q de Kock, F du Plessis, RR Rossouw, AB de Villiers, DA Miller, D Wiese, CH Morris, AM Phangiso, K Rabada, Imran Tahir","J Charles, CH Gayle, ADS Fletcher, MN Samuels, DJ Bravo, AD Russell, DJG Sammy, CR Brathwaite, D Ramdin, S Badree, SJ Benn",T20,male,World T20
722335,South Africa,West Indies,2015-01-09,South Africa,bat,Win,NA,West Indies,CH Gayle,Newlands,Cape Town,"RR Hendricks, MN van Wyk, F du Plessis, RR Rossouw, DA Miller, F Behardien, D Wiese, WD Parnell, KJ Abbott, K Rabada, Imran Tahir","DR Smith, CH Gayle, MN Samuels, DJ Bravo, KA Pollard, AD Russell, D Ramdin, DJG Sammy, JO Holder, AR Nurse, SS Cottrell",T20,male,West Indies in South Africa T20I Series
1263472,Australia,Sri Lanka,2022-02-13,Sri Lanka,field,No Result,NA,,JR Hazlewood,Sydney Cricket Ground,Sydney,"BR McDermott, AJ Finch, JP Inglis, GJ Maxwell, SPD Smith, MP Stoinis, MS Wade, PJ Cummins, KW Richardson, A Zampa, JR Hazlewood","P Nissanka, MD Gunathilaka, WIA Fernando, KIC Asalanka, LD Chandimal, MD Shanaka, C Karunaratne, PWH de Silva, PVD Chameera, M Theekshana, N Thushara",T20,male,Sri Lanka tour of Australia
817205,Bangladesh,South Africa,2015-07-07,South Africa,bat,Win,NA,South Africa,E Leie,Shere Bangla National Stadium,Mirpur,"Tamim Iqbal, Soumya Sarkar, Shakib Al Hasan, Mushfiqur Rahim, Sabbir Rahman, Nasir Hossain, Rony Talukdar, Liton Das, Mashrafe Mortaza, Arafat Sunny, Mustafizur Rahman","Q de Kock, AB de Villiers, JP Duminy, F du Plessis, DA Miller, RR Rossouw, D Wiese, WD Parnell, AM Phangiso, KJ Abbott, E Leie",T20,male,South Africa in Bangladesh T20I Series
1519638,Pakistan,Australia,2026-02-01,Pakistan,bat,Win,NA,Pakistan,Mohammad Nawaz,"Gaddafi Stadium, Lahore",Lahore,"Fakhar Zaman, Saim Ayub, Agha Salman, Babar Azam, Khawaja Nafay, Shadab Khan, Mohammad Nawaz, Faheem Ashraf, Shaheen Shah Afridi, Naseem Shah, Abrar Ahmed","MR Marsh, MW Short, C Green, MT Renshaw, MP Stoinis, JR Philippe, MJ Owen, C Connolly, BJ Dwarshuis, MP Kuhnemann, A Zampa",T20,male,Australia tour of Pakistan
889463,Ireland,Scotland,2015-06-20,Scotland,field,Win,NA,Scotland,,"Bready Cricket Club, Magheramason",Londonderry,"SW Poynter, J Anderson, A Balbirnie, AD Poynter, KJ O'Brien, SR Thompson, TE Kane, GH Dockrell, CA Young, AR Cusack, GJ McCarter","HG Munsey, KJ Coetzer, MH Cross, MA Leask, RD Berrington, PL Mommsen, JH Davey, CD Wallace, SM Sharif, MRJ Watt, GT Main",T20,male,Scotland in Ireland T20I Series
1120291,Sri Lanka,Pakistan,2017-10-26,Pakistan,field,Win,NA,Pakistan,Usman Shinwari,Sheikh Zayed Stadium,Abu Dhabi,"MD Gunathilaka, EMDY Munaweera, S Samarawickrama, SMA Priyanjan, ML Udawatte, SS Pathirana, MD Shanaka, S Prasanna, NLTC Perera, I Udana, JRMVB Sanjaya","Fakhar Zaman, Ahmed Shehzad, Babar Azam, Shoaib Malik, Mohammad Hafeez, Sarfraz Ahmed, Imad Wasim, Faheem Ashraf, Shadab Khan, Hasan Ali, Usman Shinwari",T20,male,Sri Lanka tour of United Arab Emirates and Pakistan
1327233,Pakistan,England,2022-09-30,England,field,Win,NA,England,PD Salt,"Gaddafi Stadium, Lahore",Lahore,"Babar Azam, Mohammad Haris, Shan Masood, Haider Ali, Iftikhar Ahmed, Asif Ali, Mohammad Nawaz, Shadab Khan, Aamer Jamal, Mohammad Wasim, Shahnawaz Dhani","PD Salt, AD Hales, DJ Malan, BM Duckett, HC Brook, MM Ali, SM Curran, DJ Willey, AU Rashid, RJW Topley, RJ Gleeson",T20,male,England tour of Pakistan
566937,England,Australia,2013-08-29,England,field,Win,NA,Australia,AJ Finch,The Rose Bowl,Southampton,"MJ Lumb, AD Hales, LJ Wright, EJG Morgan, JE Root, RS Bopara, JC Buttler, SCJ Broad, ST Finn, DR Briggs, JW Dernbach","DA Warner, AJ Finch, SE Marsh, SR Watson, GJ Maxwell, GJ Bailey, MS Wade, JP Faulkner, MG Johnson, JR Hazlewood, Fawad Ahmed",T20,male,Australia in England T20I Series
1223954,Australia,India,2020-12-08,India,field,Win,NA,Australia,MJ Swepson,Sydney Cricket Ground,Sydney,"MS Wade, AJ Finch, SPD Smith, GJ Maxwell, MC Henriques, DJM Short, DR Sams, SA Abbott, AJ Tye, MJ Swepson, A Zampa","KL Rahul, S Dhawan, V Kohli, SV Samson, SS Iyer, HH Pandya, Washington Sundar, SN Thakur, DL Chahar, YS Chahal, T Natarajan",T20,male,India tour of Australia
1233954,West Indies,New Zealand,2020-11-27,New Zealand,field,Win,NA,New Zealand,LH Ferguson,Eden Park,Auckland,"ADS Fletcher, BA King, SO Hetmyer, N Pooran, R Powell, KA Pollard, FA Allen, KMA Paul, SS Cottrell, KOK Williams, O Thomas","MJ Guptill, TL Seifert, DP Conway, GD Phillips, LRPL Taylor, JDS Neesham, MJ Santner, TG Southee, KA Jamieson, LH Ferguson, HK Bennett",T20,male,West Indies tour of New Zealand
1119543,England,India,2018-07-03,India,field,Win,NA,India,Kuldeep Yadav,Old Trafford,Manchester,"JJ Roy, JC Buttler, AD Hales, EJG Morgan, JM Bairstow, JE Root, MM Ali, DJ Willey, CJ Jordan, LE Plunkett, AU Rashid","S Dhawan, RG Sharma, KL Rahul, V Kohli, SK Raina, MS Dhoni, HH Pandya, YS Chahal, Kuldeep Yadav, B Kumar, UT Yadav",T20,male,India tour of Ireland and England
1415715,Sri Lanka,Bangladesh,2024-06-07,Bangladesh,field,Win,NA,Bangladesh,Rishad Hossain,"Grand Prairie Stadium, Dallas",Dallas,"P Nissanka, BKG Mendis, PHKD Mendis, DM de Silva, KIC Asalanka, PWH de Silva, AD Mathews, MD Shanaka, M Theekshana, M Pathirana, N Thushara","Tanzid Hasan, Soumya Sarkar, Liton Das, Nazmul Hossain Shanto, Towhid Hridoy, Shakib Al Hasan, Mahmudullah, Rishad Hossain, Taskin Ahmed, Tanzim Hasan Sakib, Mustafizur Rahman",T20,male,ICC Men's T20 World Cup
